RUSSIAN ACADEMY OF SCIENCES,SPECIAL ASTROPHYSICS OBSERVATORY OF THE RUSSIAN ACADEMY OF SCIENCES,MAIN ASTRONOMICAL OBSERVATORY OF NASU,NATIONAL ACADEMY OF SCIENCES UKRAINE,TARAS SHEVCHENKO NATIONAL UNIVERSITY KIEV,KAZAN FEDERAL UNIVERSITY,LEIBNIZ INSTITUT FUR ASTROPHYSIK POTSDAM AIP,LOMONOSOV MOSCOW STATE UNIVERSITY,UNIVERSITY OF HAWAII SYSTEM,UNIVERSITY OF LIEGE,AMERICAN MUSEUM OF NATURAL HISTORY AMNH,ASTRON OBSERV,ASTRONOMICAL INSTITUTE OF THE CZECH ACADEMY OF SCIENCES,AUTONOMOUS UNIVERSITY OF BARCELONA,BLAGOVESCHENSK STATE PEDAG UNIV,CALIFORNIA STATE UNIVERSITY SYSTEM,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CHARLES UNIVERSITY PRAGUE,CLEMSON UNIVERSITY,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS CSIC,CORONA BOREALIS OBSERV,CRIMEAN ASTROPHYSICAL OBSERVATORY,CSIC INSTITUTO DE CIENCIAS DEL ESPACIO ICE,CZECH ACADEMY OF SCIENCES,EUROPEAN SPACE AGENCY,GODDARD SPACE FLIGHT CENTER,HOKKAIDO UNIVERSITY,INST DESTUDIS ESPACIALS CATALUNYA,INSTITUT D ESTUDIS ESPACIALS DE CATALUNYA IEEC,INSTITUTE OF APPLIED PHYSICS OF THE RUSSIAN ACADEMY OF SCIENCES,INSTITUTO DE ASTROFISICA DE CANARIAS,IRKUTSK STATE UNIVERSITY,ISAAC NEWTON INST CHILE,ITAGAKI ASTRON OBSERV,JODRELL BANK CENTRE FOR ASTROPHYSICS,KEIO UNIVERSITY,KYOTO SANGYO UNIVERSITY,LANCASTER UNIVERSITY,LAS CUMBRES OBSERV GLOBAL TELESCOPE NETWORK,LIVERPOOL JOHN MOORES UNIVERSITY,MAX PLANCK SOCIETY,MIYAKIARGENTEUS OBSERV,NANJING PUTIAN TELECOMMUN CO LTD,NATIONAL AERONAUTICS SPACE ADMINISTRATION NASA,NATIONAL ASTRONOMICAL OBSERVATORY OF JAPAN,NATIONAL INSTITUTES OF NATURAL SCIENCES NINS JAPAN,NATL OBSERV ATHENS,NAYORO OBSERV,OBSERV LYON,OKAYAMA UNIVERSITY OF SCIENCE,PENN STATE UNIVERSITY,PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION PCSHE,POLYTECHNIC UNIVERSITY OF CATALONIA,PULKOVO OBSERVATORY,RADBOUD UNIVERSITY NIJMEGEN,RIKUBETSU SPACE EARTH SCI MUSEUM,SAN DIEGO STATE UNIVERSITY,TATA INSTITUTE OF FUNDAMENTAL RESEARCH,TOKYO INSTITUTE OF TECHNOLOGY,UNIVERSIDAD DE LA LAGUNA,UNIVERSITE DE LYON COMUE,UNIVERSITY OF BELGRADE,UNIVERSITY OF BOLOGNA,UNIVERSITY OF CALIFORNIA SANTA BARBARA,UNIVERSITY OF CALIFORNIA SYSTEM,UNIVERSITY OF CLAUDE BERNARD LYON 1,UNIVERSITY OF ILLINOIS SYSTEM,UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,UNIVERSITY OF LEICESTER,UNIVERSITY OF MANCHESTER,UNIVERSITY OF MARYLAND COLLEGE PARK,UNIVERSITY OF TOKYO,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON SEATTLE,UNIVERSITY OF ZAGREB,UNIVERSITY SYSTEM OF MARYLAND,URAL FEDERAL UNIVERSITY,VEREINIGUNG STERNFREUNDE EV,VILLANOVA UNIVERSITY,VSOLJ,WM KECK OBSERV,XINGMING OBSERV
50,50,9,9,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
