MAIN ASTRONOMICAL OBSERVATORY OF NASU,NATIONAL ACADEMY OF SCIENCES UKRAINE,RUSSIAN ACADEMY OF SCIENCES,SPECIAL ASTROPHYSICS OBSERVATORY OF THE RUSSIAN ACADEMY OF SCIENCES,TARAS SHEVCHENKO NATIONAL UNIVERSITY KIEV,UNIVERSITY OF LIEGE,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,OBSERV LYON,UNIVERSITE DE LYON COMUE,UNIVERSITY OF BOLOGNA,UNIVERSITY OF CLAUDE BERNARD LYON 1,UNIVERSITY OF ZAGREB
9,9,9,9,3,2,1,1,1,1,1,1
