CHINESE ACADEMY OF SCIENCES,UNIVERSITY OF CHINESE ACADEMY OF SCIENCES CAS,INSTITUTE OF COMPUTING TECHNOLOGY CAS,STATE KEY LABORATORY OF TRANSIENT OPTICS PHOTONICS,XI AN INSTITUTE OF OPTICS PRECISION MECHANICS CAS,SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY CAS,INSTITUTE OF ELECTRONICS CAS,INSTITUTE OF INFORMATION ENGINEERING CAS,UNIVERSITY OF SCIENCE TECHNOLOGY OF CHINA,XIDIAN UNIVERSITY,BEIJING UNIVERSITY OF POSTS TELECOMMUNICATIONS,CHINESE UNIVERSITY OF HONG KONG,INSTITUTE OF ENGINEERING THERMOPHYSICS CAS,JILIN UNIVERSITY,JINGDEZHEN CERAMIC INSTITUTE,NORTH CHINA ELECTRIC POWER UNIVERSITY,TIANJIN UNIVERSITY,UNIVERSITY OF TECHNOLOGY SYDNEY,UNIVERSITY OF TEXAS SYSTEM,AGENCY FOR SCIENCE TECHNOLOGY RESEARCH ASTAR,ANHUI UNIVERSITY OF TECHNOLOGY,BEIJING INST REMOTE SENSING,CHINA UNIVERSITY OF MINING TECHNOLOGY,CHINA UNIVERSITY OF PETROLEUM,INSTITUTE OF POLICY MANAGEMENT CAS,NANYANG TECHNOLOGICAL UNIVERSITY,NANYANG TECHNOLOGICAL UNIVERSITY NATIONAL INSTITUTE OF EDUCATION NIE SINGAPORE,NATIONAL ASTRONOMICAL OBSERVATORY CAS,PEKING UNIVERSITY,PENN STATE UNIVERSITY,PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION PCSHE,SHANDONG UNIVERSITY,SHENZHEN UNIVERSITY,SINGAPORE MANAGEMENT UNIVERSITY,THE INSTITUTE OF REMOTE SENSING DIGITAL EARTH CAS,TONGJI UNIVERSITY,UNIVERSITY OF MACAU,UNIVERSITY OF TEXAS AT SAN ANTONIO UTSA,XUCHANG UNIVERSITY,YUNNAN UNIVERSITY,ZHEJIANG GONGSHANG UNIVERSITY,ACADEMY OF MATHEMATICS SYSTEM SCIENCES CAS,ALIBABA GROUP,ANHUI MEDICAL UNIVERSITY,BAIDU,BEIHANG UNIVERSITY,BEIJING INSTITUTE OF GRAPHIC COMMUNICATION,BEIJING INSTITUTE OF TECHNOLOGY,CAS CTR EXCELLENCE BRAIN SCI INTELLIGENCE TECHN,CENTRAL SOUTH UNIVERSITY,CENTRAL UNIVERSITY OF FINANCE ECONOMICS,CHINA ACAD ELECT INFORMAT TECHNOL,CHINA TELECOM CORP LTD,CHINA THREE GORGES UNIVERSITY,CHINA UNIVERSITY OF GEOSCIENCES,CHONGQING UNIVERSITY,CITY UNIVERSITY OF HONG KONG,COMMONWEALTH SCIENTIFIC INDUSTRIAL RESEARCH ORGANISATION CSIRO,COMMUNICATION UNIVERSITY OF CHINA,COORDINAT CTR CHINA,DALIAN UNIVERSITY OF TECHNOLOGY,GUANGXI NORMAL UNIVERSITY,GUANGXI TEACHERS EDUCATION UNIVERSITY,GUILIN UNIVERSITY OF ELECTRONIC TECHNOLOGY,HANZHOU DIANZI UNIV,HARBIN INSTITUTE OF TECHNOLOGY,HEFEI UNIVERSITY OF TECHNOLOGY,HENAN NORMAL UNIVERSITY,HENAN POLYTECH UNIVERSITY,HENAN UNIVERSITY,HEWLETT PACKARD,HUAQIAO UNIVERSITY,HUAZHONG AGRICULTURAL UNIVERSITY,HUAZHONG UNIVERSITY OF SCIENCE TECHNOLOGY,HUBEI PROV KEY LAB INTELLIGENT INFORMAT PROC RE,HUBEI UNIVERSITY,INNOPOLIS UNIVERSITY,INSTITUTE OF ELECTRICAL ENGINEERING CAS,INSTITUTE OF GEOGRAPHIC SCIENCES NATURAL RESOURCES RESEARCH CAS,INSTITUTE OF PSYCHOLOGY CAS,JIANGSU CTR COLLABORAT INNOVAT GEOG INFORMAT RESO,JINAN UNIVERSITY,LANZHOU UNIVERSITY,MATHWORKS,MICHIGAN STATE UNIVERSITY,MICROSOFT,MICROSOFT RESEARCH ASIA,MISSISSIPPI STATE UNIVERSITY,NANJING UNIVERSITY OF INFORMATION SCIENCE TECHNOLOGY,NANJING UNIVERSITY OF POSTS TELECOMMUNICATIONS,NANJING UNIVERSITY OF SCIENCE TECHNOLOGY,NORTHEASTERN UNIVERSITY CHINA,NORTHWESTERN POLYTECHNICAL UNIVERSITY,POLYTECHNIC INSTITUTE OF PORTO,POLYTECHNIC UNIVERSITY OF MILAN,QINGHAI UNIVERSITY,RENMIN UNIVERSITY OF CHINA,RUTGERS STATE UNIVERSITY NEW BRUNSWICK,RUTGERS STATE UNIVERSITY NEWARK,SHANDONG UNIVERSITY OF SCIENCE TECHNOLOGY,SHANGHAI LIXIN UNIVERSITY OF ACCOUNTING FINANCE,SHENYANG INSTITUTE OF AUTOMATION CAS,SHENYANG NORMAL UNIVERSITY,STANFORD UNIVERSITY,STATE KEY LAB COMPLEX ELECTROMAGNET ENVIRONM EFFE,STATE UNIVERSITY OF NEW YORK SUNY BINGHAMTON,STATE UNIVERSITY OF NEW YORK SUNY SYSTEM,SUN YAT SEN UNIVERSITY,TIANJIN UNIV TECHNOL EDUC,TSINGHUA UNIVERSITY,UNIV APPL SCI,UNIV CAS,UNIV SOUTH AUSTRALIA,UNIV SVIZZERA ITALIANA,UNIVERSIDADE DE COIMBRA,UNIVERSITAT POLITECNICA DE VALENCIA,UNIVERSITY OF CHICAGO,UNIVERSITY OF IOWA,UNIVERSITY OF LOUISIANA LAFAYETTE,UNIVERSITY OF NEBRASKA SYSTEM,UNIVERSITY OF OULU,UNIVERSITY OF SHEFFIELD,UNIVERSITY OF SOUTHAMPTON,UNIVERSITY OF TEXAS ARLINGTON,UNIVERSITY OF VERMONT,UNIVERSITY SCIENCE TECHNOLOGY LIAONING,WENZHOU UNIVERSITY,WUHAN UNIVERSITY,WUHAN UNIVERSITY OF SCIENCE TECHNOLOGY,XI AN JIAOTONG UNIVERSITY,XIANGTAN UNIVERSITY,ZHEJIANG NORMAL UNIVERSITY,ZHEJIANG UNIVERSITY
87,24,15,10,10,9,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
