UNIVERSITE PARIS SACLAY COMUE,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,TELECOM PARISTECH,INRIA,UNIVERSITE PARIS SUD,ECOLE POLYTECHNIQUE,CENTRALESUPELEC,ECOLE NORMALE SUPERIEURE PARIS SACLAY,AALTO UNIVERSITY,ECOLE SUPERIOR ELECTRICAL SUPELEC,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE INRA,AGROPARISTECH,CEA,UNIVERSITE D EVRY VAL D ESSONNE,ECOLE NORMALE SUPERIEURE,ENSTA PARISTECH,INSTITUT D OPTIQUE GRADUATE SCHOOL,INSTITUT NATIONAL POLYTECHNIQUE DE GRENOBLE,JEAN MONNET UNIVERSITY,JOSEPH FOURIER UNIVERSITY,PSL RESEARCH UNIVERSITY PARIS COMUE,UNIVERSITE DE LYON COMUE,UNIVERSITE GRENOBLE ALPES UGA,UNIVERSITE LILLE NORD DE FRANCE COMUE,UNIVERSITE SORBONNE PARIS CITE USPC COMUE,UNIVERSITY OF AIX MARSEILLE,UNIVERSITY OF ROUEN,AIR NORMAND,BEIJING NORMAL UNIVERSITY,BEIJING UNION UNIVERSITY,CEA IRCM LEFG,CHINA UNIVERSITY OF GEOSCIENCES,COLUMBIA UNIVERSITY,COVEO SOLUT INC,CTR WISKUNDE INFORMAT GRUNWALD KOOLEN,ECOLE NATIONALE SUPERIEURE D INFORMATIQUE POUR L INDUSTRIE ET L ENTREPRISE,ECOLE NORMALE SUPERIEURE ENS PARIS,ENSAE PARISTECH,FRIEDRICH SCHILLER UNIVERSITY OF JENA,GUSTAVE ROUSSY,HAUTES ETUDES COMMERCIALES HEC PARIS,IMT ATLANTIQUE,INSA ROUEN,INST MATH SCI COMP,INST MATH TOULOUSE,ISEP,IUF,LAVAL UNIVERSITY,LEIDEN UNIV GRUNWALD,MICROSOFT,NANJING UNIVERSITY OF AERONAUTICS ASTRONAUTICS,NATIONAL UNIVERSITY OF DEFENCE TECHNOLOGY CHINA,NATIONAL UNIVERSITY OF SINGAPORE,NORMANDIE UNIV,PONTICIA UNIV CATOLICA PARANA,PONTIFICIA UNIVERSIDADE CATOLICA DO PARANA,PSL RESEARCH UNIVERSITY PARIS,ROYAL INSTITUTE OF TECHNOLOGY,SORBONNE UNIVERSITE,TECHNICAL UNIVERSITY OF CRETE,TELECOM BRETAGNE,TELECOM SUDPARIS,UNICANCER,UNIV PARIS SARCLAY,UNIV TOULOUSE,UNIVERSIDAD DE VALPARAISO,UNIVERSITAT D ALACANT,UNIVERSITE DE LILLE,UNIVERSITE DE TOULOUSE,UNIVERSITE FEDERALE TOULOUSE MIDI PYRENEES COMUE,UNIVERSITE PARIS XIII,UNIVERSITE TOULOUSE III PAUL SABATIER,UNIVERSITY COLLEGE DUBLIN,UNIVERSITY OF AMSTERDAM,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA SYSTEM,UNIVERSITY OF HELSINKI,UNIVERSITY OF LEOBEN,UNIVERSITY OF LILLE I,UNIVERSITY OF MICHIGAN,UNIVERSITY OF MICHIGAN SYSTEM,UNIVERSITY OF ORLEANS,UNIVERSITY OF PARIS DESCARTES,UNIVERSITY OF QUEENSLAND,UNIVERSITY OF SOUTHERN CALIFORNIA,UNIVERSITY OF TECHNOLOGY OF COMPIEGNE,UNIVERSITY OF VALENCIA,UNIVERSITY OF WAIKATO,UNIVERSUD,VRIJE UNIVERSITEIT AMSTERDAM,WEST VIRGINIA UNIV
44,21,14,13,8,6,5,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
