CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,JOSEPH FOURIER UNIVERSITY,UNIVERSITE GRENOBLE ALPES UGA,CEA,JAGIELLONIAN UNIVERSITY,UNIVERSITE PARIS SACLAY COMUE,UNIVERSITE SORBONNE PARIS CITE USPC COMUE,UNIVERSITY OF PARIS DIDEROT,CHARLES UNIVERSITY PRAGUE,CNRS NATIONAL INSTITUTE OF NUCLEAR PARTICLE PHYSICS IN2P3,DUBLIN INSTITUTE FOR ADVANCED STUDIES,DURHAM UNIVERSITY,EBERHARD KARLS UNIVERSITY OF TUBINGEN,ECOLE POLYTECHNIQUE,HUMBOLDT UNIVERSITY OF BERLIN,INSTITUT DE PLANETOLOGIE ET D ASTROPHYSIQUE DE GRENOBLE IPAG,INSTITUTE OF NUCLEAR PHYSICS POLISH ACADEMY OF SCIENCES,LANGUEDOC ROUSSILLON UNIVERSITES COMUE,MAX PLANCK SOCIETY,NICOLAUS COPERNICUS UNIVERSITY,NORTH WEST UNIVERSITY SOUTH AFRICA,OBSERVATOIRE DE PARIS,POLISH ACADEMY OF SCIENCES,PSL RESEARCH UNIVERSITY PARIS COMUE,RUHR UNIVERSITY BOCHUM,RUPRECHT KARL UNIVERSITY HEIDELBERG,SORBONNE UNIVERSITE,STANFORD UNIVERSITY,UNIVERSITE DE MONTPELLIER,UNIVERSITE DE TOULOUSE,UNIVERSITE FEDERALE TOULOUSE MIDI PYRENEES COMUE,UNIVERSITE TOULOUSE III PAUL SABATIER,UNIVERSITY OF ADELAIDE,UNIVERSITY OF ERLANGEN NUREMBERG,UNIVERSITY OF HAMBURG,UNIVERSITY OF LEEDS,UNIVERSITY OF NAMIBIA,UNIVERSITY OF SAVOIE,YEREVAN PHYSICS INSTITUTE,COLUMBIA UNIVERSITY,EUROPEAN ASSOCIATED LAB GAMMA RAY ASTRON,HARVARD UNIVERSITY,LEHIGH UNIVERSITY,NATIONAL ACADEMY OF SCIENCES OF ARMENIA,OSKAR KLEIN CENTRE,ROYAL INSTITUTE OF TECHNOLOGY,SMITHSONIAN INSTITUTION,STOCKHOLM UNIVERSITY,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA SYSTEM,UNIVERSITY OF INNSBRUCK,UNIVERSITY OF LEICESTER,UNIVERSITY OF WARSAW,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON SEATTLE
5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
