CEA,UNIVERSITE PARIS SACLAY COMUE,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,RUPRECHT KARL UNIVERSITY HEIDELBERG,UNIVERSITE SORBONNE PARIS CITE USPC COMUE,UNIVERSITY OF PARIS DIDEROT,CHARLES UNIVERSITY PRAGUE,CNRS NATIONAL INSTITUTE OF NUCLEAR PARTICLE PHYSICS IN2P3,DUBLIN INSTITUTE FOR ADVANCED STUDIES,DURHAM UNIVERSITY,EBERHARD KARLS UNIVERSITY OF TUBINGEN,ECOLE POLYTECHNIQUE,HUMBOLDT UNIVERSITY OF BERLIN,INSTITUTE OF NUCLEAR PHYSICS POLISH ACADEMY OF SCIENCES,JAGIELLONIAN UNIVERSITY,JOSEPH FOURIER UNIVERSITY,LANGUEDOC ROUSSILLON UNIVERSITES COMUE,MAX PLANCK SOCIETY,NICOLAUS COPERNICUS UNIVERSITY,NORTH WEST UNIVERSITY SOUTH AFRICA,OBSERVATOIRE DE PARIS,POLISH ACADEMY OF SCIENCES,PSL RESEARCH UNIVERSITY PARIS COMUE,RUHR UNIVERSITY BOCHUM,SORBONNE UNIVERSITE,UNIVERSITE DE MONTPELLIER,UNIVERSITE DE TOULOUSE,UNIVERSITE FEDERALE TOULOUSE MIDI PYRENEES COMUE,UNIVERSITE GRENOBLE ALPES UGA,UNIVERSITE TOULOUSE III PAUL SABATIER,UNIVERSITY OF ADELAIDE,UNIVERSITY OF ERLANGEN NUREMBERG,UNIVERSITY OF HAMBURG,UNIVERSITY OF LEEDS,UNIVERSITY OF NAMIBIA,UNIVERSITY OF SAVOIE,YEREVAN PHYSICS INSTITUTE,COLUMBIA UNIVERSITY,EUROPEAN ASSOCIATED LAB GAMMA RAY ASTRON,HARVARD UNIVERSITY,NATIONAL ACADEMY OF SCIENCES OF ARMENIA,OSKAR KLEIN CENTRE,ROYAL INSTITUTE OF TECHNOLOGY,SMITHSONIAN INSTITUTION,STANFORD UNIVERSITY,STOCKHOLM UNIVERSITY,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CALIFORNIA SYSTEM,UNIVERSITY OF INNSBRUCK,UNIVERSITY OF LEICESTER,UNIVERSITY OF WARSAW,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON SEATTLE,UNIVERSITY OF WURZBURG
4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
