CHINESE ACADEMY OF SCIENCES,UNIVERSITY OF CHINESE ACADEMY OF SCIENCES CAS,SHANGHAI ASTRONOMICAL OBSERVATORY CAS,BEIJING GLOBAL INFORMAT APPLICAT DEV CTR,BEIJING SATELLITE NAV CTR,NATIONAL TIME SERVICE CENTER CAS,BEIJING AEROSP CONTROL COMMAND CTR,BEIJING NAV CTR,HARVARD UNIVERSITY,LAB SHANGHAI MUNICIPAL,NATIONAL ASTRONOMICAL OBSERVATORY CAS,SHANGHAI KEY LAB SPACE NAV POSITIONING TECH,SHANGHAI KEY LAB SPACE POSITIONING NAV,SMITHSONIAN INSTITUTION,UNIVERSITY OF CALGARY,UNIVERSITY OF MISSOURI COLUMBIA,UNIVERSITY OF MISSOURI SYSTEM
10,10,9,2,2,2,1,1,1,1,1,1,1,1,1,1,1
