UNIVERSITY OF LONDON,GOLDSMITHS UNIVERSITY LONDON,ISTITUTO NAZIONALE ASTROFISICA ITALY,ISTITUTO NAZIONALE DI FISICA NUCLEARE,ISTITUTO NAZIONALE GEOFISICA E VULCANOLOGIA INGV,UNIVERSITY COLLEGE LONDON,UNIVERSITY OF CALIFORNIA SANTA CRUZ,UNIVERSITY OF CALIFORNIA SYSTEM,UNIVERSITY OF INSUBRIA,UNIVERSITY OF PISA,UNIVERSITY OF ZIELONA GORA
2,1,1,1,1,1,1,1,1,1,1
