UNIVERSITY OF CALIFORNIA SYSTEM,HARVARD UNIVERSITY,UNIVERSITY OF CALIFORNIA SANTA CRUZ,COLUMBIA UNIVERSITY,SMITHSONIAN INSTITUTION,UNIVERSITY OF CALIFORNIA BERKELEY,UNIVERSITY OF CHICAGO,ADLER PLANETARIUM ASTRON MUSEUM,ARGONNE NATIONAL LABORATORY,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA POLYTECHNIC STATE UNIVERSITY SAN LUIS OBISPO,CALIFORNIA STATE UNIVERSITY SYSTEM,CARDIFF UNIVERSITY,CEA,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CORK INSTITUTE OF TECHNOLOGY,DEUTSCHES ELEKTRONEN SYNCHROTRON DESY,EUREKA SCI INC,GALWAY MAYO INSTITUTE OF TECHNOLOGY,GEORGE WASHINGTON UNIVERSITY,GEORGIA INSTITUTE OF TECHNOLOGY,GODDARD SPACE FLIGHT CENTER,GRINNELL COLL,HELMHOLTZ ASSOCIATION,IOWA STATE UNIVERSITY,ISTITUTO NAZIONALE ASTROFISICA ITALY,ISTITUTO NAZIONALE DI FISICA NUCLEARE,ISTITUTO NAZIONALE GEOFISICA E VULCANOLOGIA INGV,MCGILL UNIVERSITY,NATIONAL AERONAUTICS SPACE ADMINISTRATION NASA,NATIONAL UNIVERSITY OF IRELAND NUI GALWAY,PENN STATE UNIVERSITY,PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION PCSHE,PRINCETON UNIVERSITY,PURDUE UNIVERSITY,PURDUE UNIVERSITY SYSTEM,SORBONNE UNIVERSITE,STANFORD UNIVERSITY,STATE UNIVERSITY SYSTEM OF FLORIDA,UNITED STATES DEPARTMENT OF ENERGY DOE,UNIVERSITE PARIS SACLAY COMUE,UNIVERSITE SORBONNE PARIS CITE USPC COMUE,UNIVERSITY COLLEGE DUBLIN,UNIVERSITY COLLEGE LONDON,UNIVERSITY OF CALIFORNIA LOS ANGELES,UNIVERSITY OF CALIFORNIA SAN DIEGO,UNIVERSITY OF DELAWARE,UNIVERSITY OF FLORIDA,UNIVERSITY OF INSUBRIA,UNIVERSITY OF IOWA,UNIVERSITY OF LONDON,UNIVERSITY OF MARYLAND BALTIMORE,UNIVERSITY OF MINNESOTA SYSTEM,UNIVERSITY OF MINNESOTA TWIN CITIES,UNIVERSITY OF PARIS DIDEROT,UNIVERSITY OF PISA,UNIVERSITY OF POTSDAM,UNIVERSITY OF UTAH,UNIVERSITY OF ZIELONA GORA,UNIVERSITY SYSTEM OF GEORGIA,UNIVERSITY SYSTEM OF MARYLAND,UTAH SYSTEM OF HIGHER EDUCATION,WASHINGTON UNIVERSITY WUSTL
5,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
